,mean frequency,RMS
4019,2.5,18.31337988500484
775,4.5,418.4118865853807
3289,0.5,57.71685923405526
7885,0.5,54.09510848236419
10954,2.0,59.82245051765683
10457,6.5,52.8859419086254
6602,0.5,56.85350727142961
7065,0.5,270.48658140960754
5409,4.0,62.492886313913765
8953,3.5,47.36306330491093
2275,2.5,308.6666551539156
11331,6.0,48.53046019157711
2204,10.5,181.05036554307543
1144,8.5,115.18653138157582
3130,3.0,33.79186494881201
7397,0.5,69.02335924231556
11467,2.5,42.98818310557856
8635,6.0,70.91847556018989
3739,3.0,37.8552831311232
569,7.5,232.03512728241972
8462,6.0,34.64811249142946
5605,0.5,56.88670037616438
4118,5.5,55.38658086435513
9669,1.5,62.84621685237903
7337,0.5,50.02757052366225
8790,1.5,76.35390909176654
6945,1.0,52.9160227979201
4830,10.0,36.61424623481617
8447,1.5,71.63258372264154
7636,6.5,88.23308420562833
11072,3.5,35.71080675019818
4389,5.5,52.12624117976713
8465,1.5,44.31863718078998
1406,8.5,237.9939784722767
3880,2.0,50.04855064709667
1491,1.5,239.94171757331247
8718,6.5,42.00091261099275
4021,6.0,84.18191448620362
7589,2.5,36.44858723899666
6420,5.5,63.25314190565952
7827,4.5,31.28321672139072
9902,2.0,67.79021451207947
823,1.5,153.88534756536276
5754,3.5,45.94547656087865
8812,4.5,42.93221173766267
6628,1.0,26.37977593015149
2743,3.5,34.108627024552014
11063,2.5,26.72257830760816
566,6.5,281.89755314431164
1033,2.5,480.2734348947743
6365,4.0,39.26115735128678
8614,1.0,42.2625605404772
6101,1.0,36.54627043642757
9501,0.5,40.80801923144213
3508,1.0,84.17397638689317
11488,1.5,113.64464987544508
6470,2.5,40.84992421772346
2300,13.5,96.73452516746542
7061,6.5,48.40834808235559
8416,1.5,116.3080731122898
9610,2.5,91.24171623358474
4554,11.5,53.44312835856449
581,4.0,109.01896740432946
2490,2.0,53.72920200819569
11006,6.0,42.54212067175307
10180,0.5,47.16408255859272
10667,0.5,44.01503982127871
2848,1.0,53.13077634037781
6311,1.5,80.85575625960405
6461,2.5,74.57483329997292
10515,2.5,45.34391691044401
4179,1.5,52.21335437414455
1046,5.5,592.4325828601724
3534,0.5,82.03391364723038
5821,2.0,58.70048611649226
5893,3.5,27.509719518176663
468,3.0,226.8598576644428
3255,10.5,82.30194028697015
9128,0.5,104.77521511848592
9862,6.0,22.38986718012749
1444,9.5,532.1937628081289
2112,7.0,241.55518261879624
9553,2.5,25.10872840642273
7032,1.5,66.72580832102186
5935,2.5,42.09070492883494
365,3.0,122.5309531206554
4312,7.0,82.13296967132779
10985,2.5,80.23689899876179
3777,4.5,34.91001965992357
11048,0.5,65.59456139326645
10601,2.5,31.385223060582188
3044,6.0,65.49704415444066
3285,1.5,72.20245042695053
3106,9.0,84.62400179433433
9910,13.5,68.75601181101366
10062,13.5,67.75584831192619
6568,6.0,64.47107515196252
6970,10.5,113.85588950167993
2629,0.5,75.72597533108272
5803,5.5,64.17066326162993
9703,1.5,38.141793176498005
850,7.5,550.9250202429433
7786,1.5,58.56387988635785
5185,3.5,83.33809035901591
441,3.5,573.7719984038466
9083,6.0,81.98554381432893
4574,10.5,102.34670320166644
4465,0.5,53.9800355527972
1279,6.0,327.85950345217424
2239,5.0,386.7090667979612
2008,9.0,188.99279836023183
3183,6.0,14.014849825274618
9161,5.0,70.92475449926668
6170,6.5,54.02309799694479
8109,1.5,47.27473827432839
4705,1.5,48.51539603408128
3687,2.5,69.90935118288897
616,16.5,493.02606293224375
5329,0.5,97.25225435208432
5810,1.5,45.15799088339737
11441,0.5,74.46844510533471
10320,2.0,76.18105233176423
2013,5.5,533.1533271159843
7865,1.0,27.145603494166416
9108,7.5,92.64804453548923
9693,1.5,48.11684184098121
1810,9.5,447.3358626618679
1672,2.5,351.52447849954206
11199,6.0,70.8482919254233
6453,0.5,50.67896429362976
11089,1.0,27.363564249518006
11051,7.5,63.84811307289159
1274,3.0,653.3978560576866
4836,1.0,45.29723341958921
1951,10.5,493.48361979686064
1445,3.0,541.1051336154555
1753,6.5,106.1206680689782
9834,5.5,54.87904402097626
5595,4.0,64.53826762689908
5857,2.5,56.57413122813951
3835,0.5,40.5679647705551
4638,14.0,32.67562971610111
9611,0.5,47.298472573778746
3322,1.5,135.28304926327152
4028,0.5,100.91403316607531
3926,6.0,131.0889674336193
9192,1.0,47.9571952695839
1476,8.0,173.8665273591714
1637,1.0,143.37646951895124
1649,10.5,220.024733384184
9689,5.5,61.82810723085416
550,9.5,412.4776236828641
6440,2.5,46.51564861856975
1265,2.5,157.22676261633228
3479,2.5,33.87318376127346
7,3.0,231.9308305427504
5732,1.5,36.2420451939974
10203,11.5,95.4777665545754
1104,3.0,268.423876436889
7669,4.0,75.19491598921432
5903,3.5,39.82961146206112
3520,0.5,63.79655928467067
2713,12.5,52.95007045262074
7369,0.5,41.44042221973613
5631,2.5,52.99529662945336
11243,0.5,92.68815060038014
7952,0.5,128.9009468606127
10482,3.0,41.622079007871534
8644,1.0,51.40343362345798
3503,5.0,105.73063089092844
10670,1.5,28.864767532192253
1389,9.0,522.7682960989983
5730,1.5,31.488868320805054
5050,2.0,71.01125020903378
9262,4.5,84.27111370730039
7142,2.0,18.490350629618952
3684,2.0,85.60475924087106
10747,0.5,44.51376301388426
1470,2.5,93.6394530524861
8202,5.0,90.56440862378
11228,4.0,28.030919033720604
3587,0.5,85.80888386863711
1665,8.0,465.89336383430464
8369,1.5,44.88938227047684
5153,1.0,49.39109705959162
3104,0.5,28.264972871139467
4303,3.5,40.65876001091278
4856,4.0,45.342543919177054
5932,0.5,29.691011305507093
1110,3.5,102.22276962059992
7175,1.5,41.36471973871574
6484,23.5,47.02137562454973
204,5.5,156.8883927301109
3905,0.5,33.22197626618937
5362,0.5,53.56817447334051
4195,0.5,45.80471348391724
10091,2.0,45.40484125481555
1368,1.0,118.63983376695198
6099,0.5,34.98193590760452
955,6.0,178.03764305267018
1489,5.5,520.0895632567469
11014,11.5,66.82681529287102
5860,0.5,57.65329853556733
5948,4.5,33.33444985109249
6350,10.0,66.18818608001355
6836,11.0,83.87217068625922
10824,10.5,51.264841600993954
7683,1.5,54.575957675976696
4744,2.0,52.45977811916955
10986,4.0,55.728835668798965
3158,1.0,83.29078861885029
995,3.5,146.97593772291862
5614,3.5,28.71392947845609
6816,0.5,60.68782585520139
366,7.0,442.1912378375588
6068,0.5,71.23757772740979
2681,0.5,78.06518647799254
5214,2.0,49.02204243532954
2942,7.5,48.099617900639295
7926,1.5,197.6059768081737
1432,1.0,105.46220813044832
7132,5.5,40.327994841905415
5336,1.0,46.17046582028927
2718,6.0,66.71127373217176
887,10.0,316.282983704862
6811,1.0,39.36643632072568
2928,1.5,38.81946269068842
408,5.5,144.8608859200138
9775,7.0,64.14592890677085
9884,1.5,23.23594585308504
2410,1.5,44.1951460852886
9172,0.5,72.97699699113242
1803,7.0,530.8419627847114
9452,7.0,64.73868747704111
8129,6.5,38.48488567972172
7353,0.5,39.40595881137458
2832,0.5,80.14413285606128
3084,3.0,30.50187302138182
7161,2.5,39.63032914676902
1834,3.0,485.33666784237903
3006,3.5,24.910876295556125
5887,11.5,93.87190771787772
9865,11.0,54.52285931148512
4996,0.5,38.23617243936035
9372,0.5,56.88886335160424
6789,7.0,34.119562295697754
2858,5.5,51.9197284577356
2483,5.0,64.86976887628397
1561,4.0,360.0688783663047
10637,1.5,132.57977772246227
9981,5.0,49.016314846117815
9145,0.5,35.667723833145004
1269,3.5,126.53194268456976
3902,4.0,45.59875101085555
4036,1.0,56.27874265653063
9199,12.0,32.347448460040866
5190,2.0,88.06818869134871
6936,4.5,74.25724330726094
11135,1.5,49.53342365104344
7744,3.0,38.75068043757425
5172,2.0,98.57477283688635
5574,1.5,36.45894121517039
8474,3.5,44.61496517075296
353,3.5,402.8597922441892
9216,0.5,58.09020716066306
10159,4.5,33.16749190896487
1728,10.5,516.4807742178974
3312,1.0,17.828693297252606
6495,6.0,87.13166054615996
5200,4.5,64.2044273870093
6038,6.5,50.632503301979845
6469,3.5,57.744668821838005
9844,7.0,88.1521428722453
9391,1.5,47.31610682255832
8590,4.0,54.124914296987576
4119,4.0,83.59848701531625
6145,0.5,32.27398121213511
5213,8.0,66.03994929089323
455,10.5,307.6694805750869
8847,1.5,32.94929076199896
708,1.5,227.5470944129616
3571,2.5,73.07091683234
3882,5.5,37.519571715556005
5079,1.0,31.80221469292665
1497,9.5,222.92409657107785
10371,1.0,42.32958134722395
9252,3.5,66.52361687072118
2725,3.0,79.5066206952289
11294,1.0,84.52504598305464
8502,2.0,51.00165629969776
7105,11.5,93.7729581264303
1405,0.5,114.0134804769539
4002,5.0,111.18950690291103
4203,7.0,77.75833016568868
9090,0.5,44.49507851121009
4889,1.0,79.57924018706134
10520,10.0,47.475296824704
9066,3.5,54.22755692161966
3020,1.0,81.5861795128317
11431,10.5,52.17241080512525
7080,2.0,28.782700492765617
3203,6.5,44.16514529121069
3142,1.5,139.05066136405554
4522,5.0,47.04292836734337
209,2.5,507.2012142900919
1058,4.5,219.8557488285643
7126,1.0,24.84742504264777
9997,1.0,88.20091200722501
8625,11.5,46.13384379139408
5434,2.5,36.04048423517989
7097,8.5,78.80450122970451
5834,3.0,46.7768764655679
1727,9.0,492.9492394118473
10531,0.5,32.33663116101846
3591,2.0,18.66438788173885
3150,6.5,30.51330076274116
9516,5.5,21.732100213451528
9194,0.5,65.36685089028306
9191,4.0,29.90690307541889
5023,0.5,37.40392641070587
10039,1.0,45.46010978903647
4246,0.5,58.076361538333735
5586,1.5,50.08508873188956
868,12.5,571.2243951113367
7980,0.5,61.100670963480425
5723,5.5,96.41825289947695
6624,5.5,60.89305270051338
11265,12.5,38.27244796766337
6868,1.0,41.86855710695976
7648,6.0,39.73243642046445
4899,2.5,45.02625102370838
7826,2.0,29.31234175063893
3732,0.5,125.12486927128536
7199,5.5,73.30912649420773
4632,2.5,80.83652303897819
7167,0.5,99.03060409224514
679,3.0,523.6383360045306
10851,1.5,366.9091045689995
10707,0.5,65.47389225031799
6264,9.0,50.59311302872655
9519,1.5,43.3304436135842
5673,3.0,38.89966058656553
6806,0.5,49.771141275906565
3450,0.5,33.2425978602756
5812,2.0,61.14358181899593
1239,17.0,525.042714501193
2840,0.5,51.32819872521341
10669,1.5,61.21165891805253
10189,0.5,42.68831212624247
4048,0.5,68.49198744196288
2536,4.0,42.85389194329379
8184,5.5,45.61736879673684
7927,1.5,44.09320184811656
1474,6.5,266.3242019914943
3268,1.5,72.52816330678897
7173,2.5,22.90447000246349
4486,6.0,61.03827004557264
10373,2.5,27.57779302208119
4883,1.5,26.965282584162733
3965,10.5,48.602692103293
4838,9.0,62.01441443451877
4321,2.5,86.90735121560489
7102,2.5,37.8129584166427
2347,1.0,27.54412298363301
10406,2.0,31.6924999137217
638,8.5,104.7779786247449
1553,8.0,221.51498300411308
4281,0.5,52.49561458618472
1970,11.0,201.80203426912288
3741,3.5,53.67013052114044
922,2.5,354.69969486194407
1927,6.5,430.1177505019701
6899,1.5,28.4054163106484
680,7.5,557.1204039803694
8221,2.5,72.30501460285275
3316,2.5,29.61871142379847
9097,0.5,50.111964483294805
2953,5.5,93.11211634871962
8122,2.5,86.66111823685695
2230,3.0,125.29512231440316
485,4.0,433.26463692005694
4530,3.0,52.55240130396041
11035,0.5,41.49056274473751
9729,1.5,124.6462298554894
5910,1.5,69.77112415337021
10865,4.5,48.64954594148336
8128,4.0,39.84640922498538
4949,2.5,110.30423791651774
3702,2.5,74.11649534896061
2094,3.0,306.7093159527234
7364,2.0,49.24568707320977
904,7.0,263.8450176891256
2421,0.5,61.488022048759625
2510,4.5,39.62888757546381
1697,1.5,157.53827814861774
1101,2.5,449.728052592967
7515,1.0,63.89069187144948
7871,5.0,30.317549514988016
7638,0.5,49.64502901852309
53,10.0,581.0788861032554
1266,2.5,205.779572411537
6395,1.0,38.21726157158896
5401,0.5,50.620563077172505
5020,0.5,55.27825564247664
2255,5.5,216.2691217160057
5516,3.5,26.276437579607325
9871,1.0,52.06535575150957
2857,0.5,44.3895882710687
1919,11.0,457.9049613328963
1628,9.0,133.30836659965777
10585,0.5,195.21075349798227
7125,0.5,84.32098965782482
9849,0.5,56.82677814942309
553,7.5,133.58231310693793
3154,1.0,74.85562601497465
4904,4.0,38.19727396400494
7271,11.5,100.46868924959284
5937,5.0,39.15909307316118
7608,5.5,58.02481705728378
354,2.0,244.4776189190817
8788,0.5,36.56742087611936
3417,1.5,54.31295400414389
2219,8.0,290.1011399266104
7585,8.0,80.37987507085495
9147,0.5,56.30884942384723
8052,2.0,54.13493160901286
7202,15.5,44.549064419188426
9571,0.5,40.10930500091282
6609,7.0,36.23498476740056
4609,3.5,26.94939738716341
2085,9.0,546.3754656040684
1105,9.0,326.8834128936493
1653,5.0,253.08245880943872
6428,0.5,72.15367172743186
1898,0.5,201.15594050970444
10291,1.0,24.07644685099423
6951,6.5,38.07646757266882
5298,5.5,64.30573868126973
400,10.0,562.2723667009333
622,9.0,144.5600241627591
10635,2.0,43.37163959425272
10869,4.5,56.24230850191873
2024,5.0,428.9592470672841
10979,1.5,37.38113322377681
7749,1.5,178.4671494631435
8077,1.5,57.14029387038318
7639,0.5,94.75348361010268
1759,5.5,316.9482911111547
7854,10.0,46.377747981251744
8336,14.5,61.736805112256576
988,10.5,318.16682405569486
2751,6.0,49.63684524876657
6537,6.0,43.5415514103339
1866,12.5,406.342939489117
9193,0.5,36.54951692567222
10325,2.5,31.948116202778685
8872,1.5,36.59878674773592
11142,1.5,59.42702079678276
8573,1.5,538.3126138359046
7485,0.5,121.73965441478488
7771,2.5,46.51257285502222
2408,1.5,78.87627524721867
3416,0.5,45.933407555803
10205,5.0,79.4192974325982
3425,4.0,35.748681957783425
1039,9.0,193.3697579283017
9562,6.0,70.14789412934111
749,4.5,323.3774045921905
7508,1.0,38.691702619069375
7979,2.0,48.20373530812991
4504,5.5,34.95955391815305
952,5.5,394.0214658205105
4077,2.5,46.67480688397382
5524,1.5,52.15470058363628
706,8.0,250.10155066398772
2005,9.0,290.1931081867082
1077,3.5,141.56475405214303
9427,2.0,34.234692347912954
8851,1.0,36.532332640073776
9696,5.0,89.13811483100257
6008,0.5,70.84343984272644
9159,1.5,41.520573307849446
2744,11.5,84.03075608817286
132,2.5,132.03507390912273
11309,1.0,34.38252048416099
1256,4.0,154.588680556663
2477,1.0,67.61952669625099
11284,6.0,23.638192827630668
8225,5.0,85.02445937144353
1999,2.5,222.68654837714155
2486,0.5,47.27150015138614
466,2.5,141.5651748505569
7518,0.5,64.74585984591988
3045,0.5,63.2494596073753
2099,1.5,241.22452808373103
11029,2.5,46.15080155723192
2809,2.5,46.08164035844428
5223,4.0,79.36269589674988
5483,7.5,88.4812033137194
3496,0.5,52.74019643794001
11327,1.0,51.80534197388576
8364,5.5,64.5673249649155
2523,5.0,114.0530175852989
3823,5.5,40.760632959005314
7493,2.5,42.31192300197428
1233,7.0,124.4557958360618
2965,1.5,82.93056442364902
11336,3.0,66.78655804828918
4163,0.5,72.14524602104771
7307,1.5,65.44463681831576
7957,4.5,20.99951171307324
2409,1.5,75.44127346610408
1366,7.5,465.4508666630064
4453,0.5,52.50171593177932
3579,0.5,64.81357731746876
11174,2.5,22.730191840232013
4181,2.0,20.00268536659516
248,5.5,374.32273607435
8754,1.5,35.99403840612012
9369,11.5,68.8129896099748
9454,0.5,68.73178380828443
1780,3.5,116.25520821666444
1335,5.5,426.662481414613
10080,1.0,59.664160194531775
9992,6.5,55.72144903726482
809,4.5,601.3364140896144
3592,7.5,24.93620767328104
501,1.5,214.4145929636816
5511,1.0,44.54358381826725
6093,1.5,40.12723294994
10593,5.5,40.97261733272296
6040,4.5,44.79039181809811
10828,3.5,62.38418957857031
2941,1.0,23.80383495560642
1068,6.5,92.67370988530809
5695,4.0,49.39433462421323
1576,2.5,323.4838991477203
11439,8.0,75.1847074502189
3802,0.5,114.01454471360222
7631,10.5,61.00057232697698
3836,2.5,45.24179289350445
7370,14.0,35.83441056399212
5418,2.5,90.8866562117
3746,2.0,67.60922875244178
1199,3.0,426.4714520505007
4844,3.0,70.88558466487562
2208,10.5,284.6462751435982
4781,5.5,61.81003928999924
10374,0.5,65.74243956056849
11236,1.0,62.86197134521196
7207,6.5,58.78351769947933
1009,1.5,155.809062211373
1787,0.5,290.24703665180846
1412,7.5,381.88860897906966
7590,0.5,35.8454255275342
7728,4.5,41.6544272388152
4783,2.5,64.41238295642384
1385,3.5,245.9955915350669
7524,2.5,46.52609734734904
10616,0.5,34.23064861622549
4224,1.5,60.23111413028153
5117,0.5,76.67848357753302
1639,7.5,356.6861413315196
7932,2.5,48.1012471820508
8919,5.5,47.420698605672186
11417,9.5,67.65396936109883
3495,0.5,54.25679950908227
5328,8.5,80.4475336108106
6112,0.5,53.23803691176779
10234,7.0,34.85419546347685
3985,3.5,40.13209998515839
2624,1.0,68.92298549604116
4932,2.0,68.6287460555433
6642,4.5,89.69133539273038
1439,10.0,434.94480837012526
6826,1.5,71.23746120480607
9807,1.0,74.00181453645241
2844,0.5,79.24001193959715
9587,0.5,47.58947165602913
5791,2.0,50.16968764696218
11178,1.5,78.33720555034817
8628,1.5,37.87487108063868
1423,7.0,510.6469572428746
10833,1.5,75.77259615537137
9556,6.0,73.9157102824731
3145,1.5,38.41295583239137
2254,6.5,283.2328350795287
10602,5.5,54.42442527400956
5870,1.5,27.1045699992409
9245,6.0,70.96962378370058
2969,2.5,51.63295376077665
2992,1.5,85.66721131068759
1757,10.5,347.96309913462807
4553,7.0,47.48977583221203
358,3.5,389.6337798778168
9184,1.5,84.68250677161724
2979,2.5,29.827621623568145
10918,2.5,59.23846967184838
8605,0.5,52.41525899010707
8120,0.5,100.62508734468258
482,5.5,193.50186984319427
3393,6.0,61.83552639234787
1723,10.5,222.0350281170462
7791,15.0,53.48358758184608
4662,3.5,46.13626746694243
2816,1.5,74.03598219890279
6962,0.5,113.74826578348348
3582,0.5,73.68493554697935
10631,12.5,62.63416459264664
4619,1.0,80.0989378440813
8748,5.5,29.7022249666376
3555,10.5,83.78041658481413
8992,1.0,66.87741306978201
5626,2.0,78.16789447441002
421,4.5,336.7136433777502
5671,2.0,72.45782717381194
2960,2.5,69.29899411923307
6120,2.0,46.21029228733843
753,1.5,187.1578584106041
6985,10.5,49.83526573559632
10238,1.5,60.85831794653259
5734,6.5,43.741918896523046
8386,2.0,52.68411725498967
3915,4.0,45.405637039909486
2878,5.5,35.68812937273401
1404,6.5,147.64813965821327
2896,0.5,63.1725455226596
8783,5.0,36.96365138128943
857,3.0,247.34006630232287
8232,1.5,63.42496412469423
3917,1.0,27.812201543342447
7447,0.5,75.04064003091925
3111,1.5,72.27672043200528
6280,11.5,93.84401015614957
5246,5.0,23.44496756035824
9150,1.0,41.05798110599205
10991,0.5,57.9689563675572
4679,2.0,33.20256984830014
6813,0.5,34.42030395302677
10141,6.5,59.31869863552723
10128,13.5,78.8566861662662
2651,0.5,31.634825857450995
4468,6.5,44.80859357973368
5169,0.5,102.71272466736411
8724,5.5,85.55518652545999
3693,13.5,58.02315927040469
8581,0.5,43.38269924462976
8600,5.5,66.72763406893354
2974,4.0,38.01717590856138
8740,0.5,61.5295557473703
7047,1.0,43.15425298601807
9727,0.5,44.45702146807071
10876,7.5,52.28437397271531
7670,7.0,23.93334861195253
197,3.0,520.8926673494623
6885,1.0,32.304618538318174
10674,1.5,48.52373372253005
672,16.5,354.31968538753955
3489,5.0,33.83170809545758
2575,0.5,72.82064734460619
11068,1.5,50.82948190242303
3229,14.0,47.66890200906666
3179,6.0,66.52928308506338
3892,5.5,57.9193143317171
2842,0.5,50.47140569638169
10442,7.0,44.31440625307418
9221,11.0,67.47102604428622
615,9.0,224.4099250325729
7359,1.5,117.9105775444892
6833,0.5,32.16638415382199
7163,1.5,59.53827878453491
11386,4.0,56.32848690937828
3548,4.0,33.75843355278055
8047,6.5,47.23205677820944
853,9.0,360.4058930079304
4010,5.5,102.80690761766084
478,9.0,438.1159553497581
9659,2.0,49.86374500983906
5376,9.5,61.67996407870225
8509,6.0,73.53546989059939
7916,2.0,60.44296123205745
1324,5.5,219.5653009624216
2794,6.0,68.32401049525892
7217,9.0,52.073645453158456
3405,6.0,50.87189985947547
5537,1.0,32.82737757954479
9598,0.5,49.60896899440161
2324,6.0,46.7625943931151
5142,2.5,48.8814733564773
7966,2.5,77.65631916495914
8920,1.5,40.12399604468316
331,6.5,251.89241468178184
3562,0.5,46.71124521662316
9946,1.5,45.42480156980601
3674,2.0,51.212481503230734
9528,6.0,79.84513819732545
11032,8.5,51.146031164756565
590,8.0,118.3068994646445
1488,16.5,495.92309663236847
8341,1.5,66.90056827229684
8093,1.5,31.7410943464856
5959,0.5,40.34817946249248
1801,5.5,311.7622541697439
3095,8.0,72.56771823937108
9942,6.0,76.835879909104
6817,8.5,69.41895426277682
5060,13.0,34.27019534613861
4489,4.0,82.74905588585285
516,1.0,410.9334119330877
7036,8.5,40.19911379620203
3033,6.0,45.50263986160583
10852,1.5,24.6232054390518
8091,1.0,86.93309377313538
10995,1.5,23.531177373725907
7514,1.5,35.8892815105534
8084,2.5,51.631100199516375
5269,6.0,99.10304030480724
7910,2.0,48.44866806734732
6626,8.5,54.918587650550975
7978,0.5,49.29462900985005
5751,3.0,41.11542322953456
3371,0.5,49.840938400325086
2750,1.0,56.1926965060852
946,9.0,562.4146007221618
10658,4.5,41.17815120569099
5748,5.5,80.20236855526774
4784,6.0,88.61917900047794
4788,1.5,46.25014780381788
1305,8.0,463.9272030254653
4385,0.5,60.79757974726461
8651,1.5,83.26458557476582
7371,1.0,48.54816491285999
4062,1.5,57.4107663574525
10003,1.0,46.053578893569714
5435,0.5,61.3243649325046
61,7.0,318.5681934023801
3141,1.0,88.7534467860615
323,7.5,380.0912173361728
4928,3.0,48.39753895957676
11227,11.5,87.10078853421047
1907,5.5,292.8007701759423
9333,3.0,19.065829627241506
934,7.5,511.43561298610086
7883,0.5,54.10101139159738
2415,1.0,75.17701116573137
9842,6.0,60.67057726206748
6662,1.5,173.29480616495695
3512,1.5,70.46733299573108
4686,4.5,48.03219542010338
10757,6.0,104.57055268229794
721,5.0,291.3160190398372
5234,10.5,57.450955646425065
11276,8.5,93.86180052426148
1991,5.5,184.7981875376149
10063,4.0,41.97247284307299
7869,1.5,33.00340299688806
9185,2.0,43.50413616291272
11359,10.0,78.60544147632211
5478,1.5,35.01435949855073
8203,0.5,71.58117250934424
2807,0.5,28.05250204694316
9935,0.5,68.15297232490121
9080,1.5,70.31046872065887
19,6.5,159.41225361170484
4292,6.5,63.504590446774
4229,0.5,30.42482410590076
10110,2.0,63.26630224693079
6845,1.0,43.8430428043464
4417,5.0,57.2159167785722
6262,3.0,25.05436471767444
3721,0.5,48.83600686385252
6405,6.0,37.49537731924431
6742,2.0,44.46110154709676
11429,5.5,79.78723844054731
10040,0.5,75.49166965632698
9442,0.5,59.02354866385958
4325,1.0,76.94897990105197
2370,0.5,65.86557837036354
9059,6.0,55.66281193770667
2069,3.0,223.8882276417465
4675,5.0,35.04028095010798
9795,3.0,52.90768973233003
1860,7.5,363.70879008401073
8699,4.5,63.49368278739429
1190,12.5,301.7366425624235
943,7.5,492.5324693849508
7789,6.0,84.09167128608814
4322,2.5,20.42155819379364
1557,5.0,286.2440006876782
3871,1.0,49.6921578005524
4113,3.5,28.047671471977846
9178,1.5,57.02930647373331
6708,9.0,82.84973514309657
145,4.0,84.65428892154549
4514,2.5,77.59832472418461
5084,4.0,27.61517076264422
1062,9.0,342.0586886549953
6818,2.0,43.48262045058922
6716,0.5,83.76952314423487
6373,2.0,74.72419665949076
2540,4.0,23.116130055655944
86,3.0,108.72899402010948
3606,1.0,50.3759547443644
3052,7.5,29.17498393315753
6124,1.0,43.06154752212233
3475,1.5,50.97574771858427
288,7.5,101.86101562377164
1300,10.0,223.57103527179007
5954,5.5,66.92138432285677
5383,6.0,42.223121535332986
6735,2.5,34.12281071274024
7895,13.5,60.528188648709374
10171,2.5,35.19422948527926
10688,1.0,51.53336297972412
998,15.0,522.2341671995667
6809,6.0,73.78950544136511
4023,6.5,79.007246626694
6000,5.0,45.57329047465741
5388,9.5,64.2496428127231
10744,5.0,47.03366376696323
6702,4.5,63.62660392133545
8534,17.0,58.2683757563333
838,3.5,350.018231249504
5600,0.5,39.14871735207298
6401,5.5,60.50110971993613
2541,2.5,40.50524416279329
4961,6.0,59.65413416232148
7437,2.0,32.34770507219175
2906,1.5,57.03366005181721
8869,2.0,40.097305960781206
3001,5.0,38.85249172551549
8497,0.5,100.93071039471212
4369,5.0,56.86002120751231
8834,7.0,91.78084833500805
4154,1.5,81.38061916562967
3561,5.0,79.0918176867873
4205,3.0,38.92592374064487
781,6.0,801.4690189763459
11083,6.0,39.79118468839864
6359,14.0,64.05519394314368
8284,1.5,106.58713745613844
11310,6.0,69.3698266652188
10605,1.0,49.55819949028364
8576,5.5,65.89539532471142
8140,2.5,76.42219925559915
10140,2.5,29.209156178970662
3867,4.5,65.42980643645906
2018,7.0,324.9488060641245
5869,1.5,98.11664474778222
3362,12.5,64.92916437717915
8954,0.5,43.02683573945451
961,16.5,518.6042811148255
3031,1.0,54.46220557356725
10935,0.5,51.210507840493534
7480,1.5,31.050763313383296
7736,2.0,43.87709218658411
10361,0.5,36.18076632082991
11348,8.5,51.85338875889647
11464,9.5,54.98467471145938
4633,0.5,53.0986331627284
4916,0.5,47.92653883810096
2748,1.0,67.06408359616755
10143,6.0,121.50260815744862
8489,3.0,51.678794044619984
6779,2.0,152.8715712130815
6463,5.5,83.31640029786303
11365,0.5,204.33117840591527
8530,12.5,61.00456245745068
9455,12.5,59.1201768645866
8424,2.0,78.14166697215705
389,9.0,460.56272581925526
3521,1.5,70.94863968150658
7464,2.0,70.02584623283748
8197,10.5,49.43982097901954
10557,0.5,80.53203215568945
7547,5.0,107.37624144363826
11205,5.5,75.00432930213096
3082,7.5,81.90813976263287
583,3.5,288.00048658541795
10479,0.5,72.55417897487884
2882,1.0,75.32135580713481
3058,0.5,110.94021343512571
5379,7.0,52.11061889444895
9201,13.0,70.55735491096056
6587,10.5,50.84733200350831
1719,5.5,153.19929160808397
7234,2.5,33.97002929973714
10160,1.0,86.31532286296274
4739,2.5,75.13600623931079
4666,0.5,30.48517185657644
10917,13.0,63.02778715078771
7517,1.5,53.549854472841474
6506,0.5,30.81501954708937
7748,2.5,37.3622077815605
1618,10.0,333.6002443747232
7130,0.5,77.72450785366061
7176,2.0,27.324341326118915
3,7.5,558.4200844549346
2771,6.5,52.454272310210825
5085,2.0,35.21206680155966
8498,0.5,44.87022302220594
10,0.5,461.4866739086975
1426,1.5,161.12645763983798
6276,1.0,76.54062187410682
8634,1.5,95.80867011670315
8524,1.5,48.6178899043346
4646,3.0,45.18731630322274
4569,8.5,29.20742594732973
160,6.5,305.83603878089235
3199,1.0,31.800825153897343
7964,3.0,24.65113025109092
10121,12.5,43.63764031594456
9257,1.5,52.6845065134191
6431,6.5,64.77511804673728
2961,4.0,23.528894719445493
6569,6.0,114.19937421156256
10860,6.0,54.99311036393559
10010,1.0,74.03012543996026
7743,1.0,69.57593718489353
6130,2.5,34.50176201342838
7509,0.5,64.22608306672414
9851,0.5,33.8663143269791
1092,8.5,479.24343757733135
3649,0.5,36.63154538355569
11449,6.5,46.66103772320382
6679,1.0,59.56718485641864
2557,0.5,208.89305890477488
2236,3.0,190.3398340899935
3452,6.5,67.49448400494481
835,2.5,172.74920574618426
11112,1.5,70.72779783591986
9125,0.5,41.00780580229513
8906,2.5,54.53708779640237
4854,3.5,53.10479854877759
6026,5.5,53.96387318730004
10181,2.5,58.944993061593024
6159,4.5,63.27274248368131
4839,0.5,70.48439405065139
251,8.0,253.90137687631287
